Feature,Compartment,Feature Group,Function,Channel,Function_Comment#1,Function_Comment#2,TP,FP,TN,FN,PPV,BA,AUC_ROC,AUC_PR,F1_Score,MCC,Sensitivity,Specificity
Cells_Location_CenterMassIntensity_Y_RNA,Cells,Location,CenterMassIntensity,RNA,Y,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Location_MaxIntensity_X_RNA,Cells,Location,MaxIntensity,RNA,X,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_Location_MaxIntensity_Y_RNA,Cells,Location,MaxIntensity,RNA,Y,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cells_RadialDistribution_FracAtD_RNA_1of4,Cells,RadialDistribution,FracAtD,RNA,1of4,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_RadialDistribution_FracAtD_RNA_2of4,Cells,RadialDistribution,FracAtD,RNA,2of4,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cells_RadialDistribution_FracAtD_RNA_3of4,Cells,RadialDistribution,FracAtD,RNA,3of4,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_RadialDistribution_FracAtD_RNA_4of4,Cells,RadialDistribution,FracAtD,RNA,4of4,,0,0,401,85,0,0.5,0.53,0.18,0,0,0,1
Cells_RadialDistribution_MeanFrac_RNA_1of4,Cells,RadialDistribution,MeanFrac,RNA,1of4,,0,0,401,85,0,0.5,0.6,0.21,0,0,0,1
Cells_RadialDistribution_MeanFrac_RNA_2of4,Cells,RadialDistribution,MeanFrac,RNA,2of4,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_RadialDistribution_MeanFrac_RNA_3of4,Cells,RadialDistribution,MeanFrac,RNA,3of4,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cells_RadialDistribution_MeanFrac_RNA_4of4,Cells,RadialDistribution,MeanFrac,RNA,4of4,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_RadialDistribution_RadialCV_RNA_1of4,Cells,RadialDistribution,RadialCV,RNA,1of4,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_RadialDistribution_RadialCV_RNA_2of4,Cells,RadialDistribution,RadialCV,RNA,2of4,,0,0,401,85,0,0.5,0.62,0.23,0,0,0,1
Cells_RadialDistribution_RadialCV_RNA_3of4,Cells,RadialDistribution,RadialCV,RNA,3of4,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cells_RadialDistribution_RadialCV_RNA_4of4,Cells,RadialDistribution,RadialCV,RNA,4of4,,0,0,401,85,0,0.5,0.64,0.25,0,0,0,1
Cells_Texture_AngularSecondMoment_RNA_10_0,Cells,Texture,AngularSecondMoment,RNA,10,0,0,0,401,85,0,0.5,0.51,0.19,0,0,0,1
Cells_Texture_AngularSecondMoment_RNA_3_0,Cells,Texture,AngularSecondMoment,RNA,3,0,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Texture_AngularSecondMoment_RNA_5_0,Cells,Texture,AngularSecondMoment,RNA,5,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_Texture_Contrast_RNA_10_0,Cells,Texture,Contrast,RNA,10,0,0,0,401,85,0,0.5,0.54,0.21,0,0,0,1
Cells_Texture_Contrast_RNA_3_0,Cells,Texture,Contrast,RNA,3,0,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cells_Texture_Contrast_RNA_5_0,Cells,Texture,Contrast,RNA,5,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_Texture_Correlation_RNA_10_0,Cells,Texture,Correlation,RNA,10,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_Texture_Correlation_RNA_3_0,Cells,Texture,Correlation,RNA,3,0,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cells_Texture_Correlation_RNA_5_0,Cells,Texture,Correlation,RNA,5,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_Texture_DifferenceEntropy_RNA_10_0,Cells,Texture,DifferenceEntropy,RNA,10,0,6,4,397,79,0.6,0.53,0.53,0.2,0.13,0.162197887,0.07,0.99
Cells_Texture_DifferenceEntropy_RNA_3_0,Cells,Texture,DifferenceEntropy,RNA,3,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_Texture_DifferenceEntropy_RNA_5_0,Cells,Texture,DifferenceEntropy,RNA,5,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_Texture_DifferenceVariance_RNA_10_0,Cells,Texture,DifferenceVariance,RNA,10,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_Texture_DifferenceVariance_RNA_3_0,Cells,Texture,DifferenceVariance,RNA,3,0,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cells_Texture_DifferenceVariance_RNA_5_0,Cells,Texture,DifferenceVariance,RNA,5,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_Texture_Entropy_RNA_10_0,Cells,Texture,Entropy,RNA,10,0,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Cells_Texture_Entropy_RNA_3_0,Cells,Texture,Entropy,RNA,3,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_Texture_Entropy_RNA_5_0,Cells,Texture,Entropy,RNA,5,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cells_Texture_Gabor_RNA_10,Cells,Texture,Gabor,RNA,10,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_Texture_Gabor_RNA_3,Cells,Texture,Gabor,RNA,3,,0,0,401,85,0,0.5,0.6,0.23,0,0,0,1
Cells_Texture_Gabor_RNA_5,Cells,Texture,Gabor,RNA,5,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Texture_InfoMeas1_RNA_10_0,Cells,Texture,InfoMeas1,RNA,10,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_Texture_InfoMeas1_RNA_3_0,Cells,Texture,InfoMeas1,RNA,3,0,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Cells_Texture_InfoMeas1_RNA_5_0,Cells,Texture,InfoMeas1,RNA,5,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_Texture_InfoMeas2_RNA_10_0,Cells,Texture,InfoMeas2,RNA,10,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_Texture_InfoMeas2_RNA_3_0,Cells,Texture,InfoMeas2,RNA,3,0,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Cells_Texture_InfoMeas2_RNA_5_0,Cells,Texture,InfoMeas2,RNA,5,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_Texture_InverseDifferenceMoment_RNA_10_0,Cells,Texture,InverseDifferenceMoment,RNA,10,0,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Cells_Texture_InverseDifferenceMoment_RNA_3_0,Cells,Texture,InverseDifferenceMoment,RNA,3,0,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Cells_Texture_InverseDifferenceMoment_RNA_5_0,Cells,Texture,InverseDifferenceMoment,RNA,5,0,0,0,401,85,0,0.5,0.6,0.21,0,0,0,1
Cells_Texture_SumAverage_RNA_10_0,Cells,Texture,SumAverage,RNA,10,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_Texture_SumAverage_RNA_3_0,Cells,Texture,SumAverage,RNA,3,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_Texture_SumAverage_RNA_5_0,Cells,Texture,SumAverage,RNA,5,0,0,0,401,85,0,0.5,0.51,0.19,0,0,0,1
Cells_Texture_SumEntropy_RNA_10_0,Cells,Texture,SumEntropy,RNA,10,0,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Cells_Texture_SumEntropy_RNA_3_0,Cells,Texture,SumEntropy,RNA,3,0,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Cells_Texture_SumEntropy_RNA_5_0,Cells,Texture,SumEntropy,RNA,5,0,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Cells_Texture_SumVariance_RNA_10_0,Cells,Texture,SumVariance,RNA,10,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_Texture_SumVariance_RNA_3_0,Cells,Texture,SumVariance,RNA,3,0,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Cells_Texture_SumVariance_RNA_5_0,Cells,Texture,SumVariance,RNA,5,0,0,0,401,85,0,0.5,0.53,0.18,0,0,0,1
Cells_Texture_Variance_RNA_10_0,Cells,Texture,Variance,RNA,10,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_Texture_Variance_RNA_3_0,Cells,Texture,Variance,RNA,3,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Texture_Variance_RNA_5_0,Cells,Texture,Variance,RNA,5,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cytoplasm_Correlation_Correlation_RNA_AGP,Cytoplasm,Correlation,Correlation,RNA,AGP,,7,4,397,78,0.64,0.54,0.54,0.21,0.15,0.184860598,0.08,0.99
Cytoplasm_Correlation_Costes_RNA_AGP,Cytoplasm,Correlation,Costes,RNA,AGP,,5,2,399,80,0.71,0.53,0.53,0.21,0.11,0.171647563,0.06,1
Cytoplasm_Correlation_Costes_RNA_DNA,Cytoplasm,Correlation,Costes,RNA,DNA,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cytoplasm_Correlation_Costes_RNA_ER,Cytoplasm,Correlation,Costes,RNA,ER,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cytoplasm_Correlation_Costes_RNA_Mito,Cytoplasm,Correlation,Costes,RNA,Mito,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cytoplasm_Correlation_K_RNA_AGP,Cytoplasm,Correlation,K,RNA,AGP,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cytoplasm_Correlation_K_RNA_DNA,Cytoplasm,Correlation,K,RNA,DNA,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cytoplasm_Correlation_K_RNA_ER,Cytoplasm,Correlation,K,RNA,ER,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Correlation_K_RNA_Mito,Cytoplasm,Correlation,K,RNA,Mito,,9,5,396,76,0.64,0.55,0.55,0.22,0.18,0.212156525,0.11,0.99
Cytoplasm_Correlation_Manders_RNA_AGP,Cytoplasm,Correlation,Manders,RNA,AGP,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cytoplasm_Correlation_Manders_RNA_DNA,Cytoplasm,Correlation,Manders,RNA,DNA,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cytoplasm_Correlation_Manders_RNA_ER,Cytoplasm,Correlation,Manders,RNA,ER,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cytoplasm_Correlation_Manders_RNA_Mito,Cytoplasm,Correlation,Manders,RNA,Mito,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cytoplasm_Correlation_Overlap_RNA_AGP,Cytoplasm,Correlation,Overlap,RNA,AGP,,0,0,401,85,0,0.5,0.51,0.19,0,0,0,1
Cytoplasm_Correlation_RWC_RNA_AGP,Cytoplasm,Correlation,RWC,RNA,AGP,,12,6,395,73,0.67,0.56,0.56,0.24,0.23,0.253880636,0.14,0.99
Cytoplasm_Correlation_RWC_RNA_DNA,Cytoplasm,Correlation,RWC,RNA,DNA,,0,0,401,85,0,0.5,0.63,0.23,0,0,0,1
Cytoplasm_Correlation_RWC_RNA_ER,Cytoplasm,Correlation,RWC,RNA,ER,,0,0,401,85,0,0.5,0.61,0.23,0,0,0,1
Cytoplasm_Correlation_RWC_RNA_Mito,Cytoplasm,Correlation,RWC,RNA,Mito,,0,0,401,85,0,0.5,0.56,0.22,0,0,0,1
Cytoplasm_Granularity_1_RNA,Cytoplasm,Granularity,1,RNA,,,0,0,401,85,0,0.5,0.56,0.22,0,0,0,1
Cytoplasm_Granularity_10_RNA,Cytoplasm,Granularity,10,RNA,,,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Cytoplasm_Granularity_11_RNA,Cytoplasm,Granularity,11,RNA,,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cytoplasm_Granularity_12_RNA,Cytoplasm,Granularity,12,RNA,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cytoplasm_Granularity_13_RNA,Cytoplasm,Granularity,13,RNA,,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cytoplasm_Granularity_14_RNA,Cytoplasm,Granularity,14,RNA,,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cytoplasm_Granularity_15_RNA,Cytoplasm,Granularity,15,RNA,,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cytoplasm_Granularity_16_RNA,Cytoplasm,Granularity,16,RNA,,,0,0,401,85,0,0.5,0.56,0.19,0,0,0,1
Cytoplasm_Granularity_2_RNA,Cytoplasm,Granularity,2,RNA,,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cytoplasm_Granularity_3_RNA,Cytoplasm,Granularity,3,RNA,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Granularity_4_RNA,Cytoplasm,Granularity,4,RNA,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Granularity_5_RNA,Cytoplasm,Granularity,5,RNA,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cytoplasm_Granularity_6_RNA,Cytoplasm,Granularity,6,RNA,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Granularity_7_RNA,Cytoplasm,Granularity,7,RNA,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Granularity_8_RNA,Cytoplasm,Granularity,8,RNA,,,0,0,401,85,0,0.5,0.61,0.23,0,0,0,1
Cytoplasm_Granularity_9_RNA,Cytoplasm,Granularity,9,RNA,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Intensity_IntegratedIntensity_RNA,Cytoplasm,Intensity,IntegratedIntensity,RNA,,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Cytoplasm_Intensity_IntegratedIntensityEdge_RNA,Cytoplasm,Intensity,IntegratedIntensityEdge,RNA,,,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Cytoplasm_Intensity_LowerQuartileIntensity_RNA,Cytoplasm,Intensity,LowerQuartileIntensity,RNA,,,0,0,401,85,0,0.5,0.62,0.22,0,0,0,1
Cytoplasm_Intensity_MADIntensity_RNA,Cytoplasm,Intensity,MADIntensity,RNA,,,0,0,401,85,0,0.5,0.54,0.21,0,0,0,1
Cytoplasm_Intensity_MassDisplacement_RNA,Cytoplasm,Intensity,MassDisplacement,RNA,,,0,0,401,85,0,0.5,0.61,0.23,0,0,0,1
Cytoplasm_Intensity_MaxIntensity_RNA,Cytoplasm,Intensity,MaxIntensity,RNA,,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cytoplasm_Intensity_MaxIntensityEdge_RNA,Cytoplasm,Intensity,MaxIntensityEdge,RNA,,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cytoplasm_Intensity_MeanIntensity_RNA,Cytoplasm,Intensity,MeanIntensity,RNA,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Intensity_MeanIntensityEdge_RNA,Cytoplasm,Intensity,MeanIntensityEdge,RNA,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Intensity_MedianIntensity_RNA,Cytoplasm,Intensity,MedianIntensity,RNA,,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cytoplasm_Intensity_MinIntensity_RNA,Cytoplasm,Intensity,MinIntensity,RNA,,,0,0,401,85,0,0.5,0.61,0.23,0,0,0,1
Cytoplasm_Intensity_MinIntensityEdge_RNA,Cytoplasm,Intensity,MinIntensityEdge,RNA,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cytoplasm_Intensity_StdIntensity_RNA,Cytoplasm,Intensity,StdIntensity,RNA,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cytoplasm_Intensity_StdIntensityEdge_RNA,Cytoplasm,Intensity,StdIntensityEdge,RNA,,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cytoplasm_Intensity_UpperQuartileIntensity_RNA,Cytoplasm,Intensity,UpperQuartileIntensity,RNA,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Location_CenterMassIntensity_X_RNA,Cytoplasm,Location,CenterMassIntensity,RNA,X,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Location_CenterMassIntensity_Y_RNA,Cytoplasm,Location,CenterMassIntensity,RNA,Y,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cytoplasm_Location_MaxIntensity_X_RNA,Cytoplasm,Location,MaxIntensity,RNA,X,,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Cytoplasm_Location_MaxIntensity_Y_RNA,Cytoplasm,Location,MaxIntensity,RNA,Y,,5,3,398,80,0.62,0.53,0.53,0.2,0.11,0.153284223,0.06,0.99
Cytoplasm_RadialDistribution_FracAtD_RNA_1of4,Cytoplasm,RadialDistribution,FracAtD,RNA,1of4,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cytoplasm_RadialDistribution_FracAtD_RNA_2of4,Cytoplasm,RadialDistribution,FracAtD,RNA,2of4,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cytoplasm_RadialDistribution_FracAtD_RNA_3of4,Cytoplasm,RadialDistribution,FracAtD,RNA,3of4,,8,1,400,77,0.89,0.55,0.55,0.24,0.17,0.258172447,0.09,1
Cytoplasm_RadialDistribution_FracAtD_RNA_4of4,Cytoplasm,RadialDistribution,FracAtD,RNA,4of4,,7,3,398,78,0.7,0.54,0.54,0.22,0.15,0.200352859,0.08,0.99
Cytoplasm_RadialDistribution_MeanFrac_RNA_1of4,Cytoplasm,RadialDistribution,MeanFrac,RNA,1of4,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cytoplasm_RadialDistribution_MeanFrac_RNA_2of4,Cytoplasm,RadialDistribution,MeanFrac,RNA,2of4,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cytoplasm_RadialDistribution_MeanFrac_RNA_3of4,Cytoplasm,RadialDistribution,MeanFrac,RNA,3of4,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cytoplasm_RadialDistribution_MeanFrac_RNA_4of4,Cytoplasm,RadialDistribution,MeanFrac,RNA,4of4,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cytoplasm_RadialDistribution_RadialCV_RNA_1of4,Cytoplasm,RadialDistribution,RadialCV,RNA,1of4,,0,0,401,85,0,0.5,0.6,0.21,0,0,0,1
Cytoplasm_RadialDistribution_RadialCV_RNA_2of4,Cytoplasm,RadialDistribution,RadialCV,RNA,2of4,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_RadialDistribution_RadialCV_RNA_3of4,Cytoplasm,RadialDistribution,RadialCV,RNA,3of4,,0,0,401,85,0,0.5,0.6,0.21,0,0,0,1
Cytoplasm_RadialDistribution_RadialCV_RNA_4of4,Cytoplasm,RadialDistribution,RadialCV,RNA,4of4,,0,0,401,85,0,0.5,0.62,0.24,0,0,0,1
Cytoplasm_Texture_AngularSecondMoment_RNA_10_0,Cytoplasm,Texture,AngularSecondMoment,RNA,10,0,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cytoplasm_Texture_AngularSecondMoment_RNA_3_0,Cytoplasm,Texture,AngularSecondMoment,RNA,3,0,0,0,401,85,0,0.5,0.58,0.24,0,0,0,1
Cytoplasm_Texture_AngularSecondMoment_RNA_5_0,Cytoplasm,Texture,AngularSecondMoment,RNA,5,0,15,13,388,70,0.54,0.57,0.57,0.24,0.27,0.234848661,0.18,0.97
Cytoplasm_Texture_Contrast_RNA_10_0,Cytoplasm,Texture,Contrast,RNA,10,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cytoplasm_Texture_Contrast_RNA_3_0,Cytoplasm,Texture,Contrast,RNA,3,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cytoplasm_Texture_Contrast_RNA_5_0,Cytoplasm,Texture,Contrast,RNA,5,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cytoplasm_Texture_Correlation_RNA_10_0,Cytoplasm,Texture,Correlation,RNA,10,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Texture_Correlation_RNA_3_0,Cytoplasm,Texture,Correlation,RNA,3,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cytoplasm_Texture_Correlation_RNA_5_0,Cytoplasm,Texture,Correlation,RNA,5,0,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cytoplasm_Texture_DifferenceEntropy_RNA_10_0,Cytoplasm,Texture,DifferenceEntropy,RNA,10,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cytoplasm_Texture_DifferenceEntropy_RNA_3_0,Cytoplasm,Texture,DifferenceEntropy,RNA,3,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cytoplasm_Texture_DifferenceEntropy_RNA_5_0,Cytoplasm,Texture,DifferenceEntropy,RNA,5,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Texture_DifferenceVariance_RNA_10_0,Cytoplasm,Texture,DifferenceVariance,RNA,10,0,0,0,401,85,0,0.5,0.54,0.21,0,0,0,1
Cytoplasm_Texture_DifferenceVariance_RNA_3_0,Cytoplasm,Texture,DifferenceVariance,RNA,3,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cytoplasm_Texture_DifferenceVariance_RNA_5_0,Cytoplasm,Texture,DifferenceVariance,RNA,5,0,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cytoplasm_Texture_Entropy_RNA_10_0,Cytoplasm,Texture,Entropy,RNA,10,0,0,0,401,85,0,0.5,0.51,0.19,0,0,0,1
Cytoplasm_Texture_Entropy_RNA_3_0,Cytoplasm,Texture,Entropy,RNA,3,0,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Cytoplasm_Texture_Entropy_RNA_5_0,Cytoplasm,Texture,Entropy,RNA,5,0,11,9,392,74,0.55,0.55,0.55,0.22,0.21,0.204562988,0.13,0.98
Cytoplasm_Texture_Gabor_RNA_10,Cytoplasm,Texture,Gabor,RNA,10,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cytoplasm_Texture_Gabor_RNA_3,Cytoplasm,Texture,Gabor,RNA,3,,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Cytoplasm_Texture_Gabor_RNA_5,Cytoplasm,Texture,Gabor,RNA,5,,0,0,401,85,0,0.5,0.54,0.21,0,0,0,1
Cytoplasm_Texture_InfoMeas1_RNA_10_0,Cytoplasm,Texture,InfoMeas1,RNA,10,0,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Cytoplasm_Texture_InfoMeas1_RNA_3_0,Cytoplasm,Texture,InfoMeas1,RNA,3,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Texture_InfoMeas1_RNA_5_0,Cytoplasm,Texture,InfoMeas1,RNA,5,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Texture_InfoMeas2_RNA_10_0,Cytoplasm,Texture,InfoMeas2,RNA,10,0,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cytoplasm_Texture_InfoMeas2_RNA_3_0,Cytoplasm,Texture,InfoMeas2,RNA,3,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Texture_InfoMeas2_RNA_5_0,Cytoplasm,Texture,InfoMeas2,RNA,5,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cytoplasm_Texture_InverseDifferenceMoment_RNA_10_0,Cytoplasm,Texture,InverseDifferenceMoment,RNA,10,0,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Cytoplasm_Texture_InverseDifferenceMoment_RNA_3_0,Cytoplasm,Texture,InverseDifferenceMoment,RNA,3,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cytoplasm_Texture_InverseDifferenceMoment_RNA_5_0,Cytoplasm,Texture,InverseDifferenceMoment,RNA,5,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Texture_SumAverage_RNA_10_0,Cytoplasm,Texture,SumAverage,RNA,10,0,8,5,396,77,0.62,0.54,0.54,0.22,0.16,0.192233605,0.09,0.99
Cytoplasm_Texture_SumAverage_RNA_3_0,Cytoplasm,Texture,SumAverage,RNA,3,0,6,2,399,79,0.75,0.53,0.53,0.22,0.13,0.195853442,0.07,1
Cytoplasm_Texture_SumAverage_RNA_5_0,Cytoplasm,Texture,SumAverage,RNA,5,0,10,6,395,75,0.62,0.55,0.55,0.23,0.2,0.21861375,0.12,0.99
Cytoplasm_Texture_SumEntropy_RNA_10_0,Cytoplasm,Texture,SumEntropy,RNA,10,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cytoplasm_Texture_SumEntropy_RNA_3_0,Cytoplasm,Texture,SumEntropy,RNA,3,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cytoplasm_Texture_SumEntropy_RNA_5_0,Cytoplasm,Texture,SumEntropy,RNA,5,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cytoplasm_Texture_SumVariance_RNA_10_0,Cytoplasm,Texture,SumVariance,RNA,10,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Texture_SumVariance_RNA_3_0,Cytoplasm,Texture,SumVariance,RNA,3,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cytoplasm_Texture_SumVariance_RNA_5_0,Cytoplasm,Texture,SumVariance,RNA,5,0,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cytoplasm_Texture_Variance_RNA_10_0,Cytoplasm,Texture,Variance,RNA,10,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cytoplasm_Texture_Variance_RNA_3_0,Cytoplasm,Texture,Variance,RNA,3,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cytoplasm_Texture_Variance_RNA_5_0,Cytoplasm,Texture,Variance,RNA,5,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Nuclei_Correlation_Correlation_RNA_AGP,Nuclei,Correlation,Correlation,RNA,AGP,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Nuclei_Correlation_Costes_RNA_AGP,Nuclei,Correlation,Costes,RNA,AGP,,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Nuclei_Correlation_Costes_RNA_DNA,Nuclei,Correlation,Costes,RNA,DNA,,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Nuclei_Correlation_Costes_RNA_ER,Nuclei,Correlation,Costes,RNA,ER,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
